negeri,kod_pusat,institusi,program,kod_noss,kategori,tahap,status,alamat,telefon,emel,idpb,utama,ptk
TERENGGANU,K05512,SEKOLAH MENENGAH KEBANGSAAN KUALA TELEMONG,PELUKIS REKAAN DALAMAN,ID-040-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"21210 Kuala Terengganu, Terengganu",09-614 2446,TEA5040@moe.edu.my,10918,False,False
TERENGGANU,K05512,SEKOLAH MENENGAH KEBANGSAAN KUALA TELEMONG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"21210 Kuala Terengganu, Terengganu",09-614 2446,TEA5040@moe.edu.my,10918,False,False
TERENGGANU,K05662,SEKOLAH MENENGAH KEBANGSAAN MERCHANG,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KG. MERCHANG, 21610 MARANG, TERENGGANU",09-8321187,tea4011@moe.edu.my,1191,False,False
TERENGGANU,K05662,SEKOLAH MENENGAH KEBANGSAAN MERCHANG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"KG. MERCHANG, 21610 MARANG, TERENGGANU",09-8321187,tea4011@moe.edu.my,1191,False,False
TERENGGANU,K05660,SEKOLAH MENENGAH KEBANGSAAN PELAGAT,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KG PADANG LUAS, 22000 JERTIH, TERENGGANU",09-6972937,smkpgt.ppdbesut@gmail.com,1189,False,False
TERENGGANU,K05660,SEKOLAH MENENGAH KEBANGSAAN PELAGAT,PENYEDIAAN DAN PENGHASILAN MAKANAN,I561-005-2:2022,Program Micro Credential,SKM Tahap 2,Aktif,"KG PADANG LUAS, 22000 JERTIH, TERENGGANU",09-6972937,smkpgt.ppdbesut@gmail.com,1189,False,False
TERENGGANU,K05660,SEKOLAH MENENGAH KEBANGSAAN PELAGAT,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KG PADANG LUAS, 22000 JERTIH, TERENGGANU",09-6972937,smkpgt.ppdbesut@gmail.com,1189,False,False
TERENGGANU,K05660,SEKOLAH MENENGAH KEBANGSAAN PELAGAT,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"KG PADANG LUAS, 22000 JERTIH, TERENGGANU",09-6972937,smkpgt.ppdbesut@gmail.com,1189,False,False
TERENGGANU,K05788,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN BERANGAN,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN BERANGAN 21040 MARANG TERENGGANU,09-6805150,TEA4015@moe.gov.my,13660,False,False
TERENGGANU,K05519,SEKOLAH MENENGAH KEBANGSAAN RENEK,Juruteknik Tanaman,AF-010-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"22020 JERTEH, BESUT, TERENGGANU.",09-6974037,smkr.ppdbesut@gmail.com,10094,False,False
TERENGGANU,K05519,SEKOLAH MENENGAH KEBANGSAAN RENEK,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"22020 JERTEH, BESUT, TERENGGANU.",09-6974037,smkr.ppdbesut@gmail.com,10094,False,False
TERENGGANU,K05485,SEKOLAH MENENGAH KEBANGSAAN RUSILA,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"MARANG, 21080 KUALA TERENGGANU, TERENGGANU.",09-6178546,tea4016@moe.edu.my,8427,False,False
TERENGGANU,K05485,SEKOLAH MENENGAH KEBANGSAAN RUSILA,Operasi Servis Makanan & Minuman,I561-002-2:2018,Program Micro Credential,SKM Tahap 2,Aktif,"MARANG, 21080 KUALA TERENGGANU, TERENGGANU.",09-6178546,tea4016@moe.edu.my,8427,False,False
TERENGGANU,K05485,SEKOLAH MENENGAH KEBANGSAAN RUSILA,PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Micro Credential,SKM Tahap 2,Aktif,"MARANG, 21080 KUALA TERENGGANU, TERENGGANU.",09-6178546,tea4016@moe.edu.my,8427,False,False
TERENGGANU,K05485,SEKOLAH MENENGAH KEBANGSAAN RUSILA,Pembuatan Pakaian Wanita,TA-011-1:2012,Program Micro Credential,SKM Tahap 1,Aktif,"MARANG, 21080 KUALA TERENGGANU, TERENGGANU.",09-6178546,tea4016@moe.edu.my,8427,False,False
TERENGGANU,K05485,SEKOLAH MENENGAH KEBANGSAAN RUSILA,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"MARANG, 21080 KUALA TERENGGANU, TERENGGANU.",09-6178546,tea4016@moe.edu.my,8427,False,False
TERENGGANU,K05602,SEKOLAH MENENGAH KEBANGSAAN SAUJANA,Juruteknik Akuakultur (Hatceri),AF-033-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,22110 SETIU TERENGGANU,01165752004,tea6082@moe.edu.my,1188,False,False
TERENGGANU,K05602,SEKOLAH MENENGAH KEBANGSAAN SAUJANA,PENYELIAAN OPERASI AKUAKULTUR AIR TAWAR,A032-006-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,22110 SETIU TERENGGANU,01165752004,tea6082@moe.edu.my,1188,False,False
TERENGGANU,K05306,SEKOLAH MENENGAH KEBANGSAAN SEBERANG MARANG,Pemasangan & Penyelenggaraan Elektrik-Satu Fasa,EE-320-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"21600 MARANG, TERENGGANU",09-6184264,tea4017@moe.edu.my,1578,False,False
TERENGGANU,K05306,SEKOLAH MENENGAH KEBANGSAAN SEBERANG MARANG,Pemasangan dan Penyelenggaraan Elektrik Satu Fasa,F432-005-2:2019,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"21600 MARANG, TERENGGANU",09-6184264,tea4017@moe.edu.my,1578,False,False
TERENGGANU,K05306,SEKOLAH MENENGAH KEBANGSAAN SEBERANG MARANG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"21600 MARANG, TERENGGANU",09-6184264,tea4017@moe.edu.my,1578,False,False
TERENGGANU,K05935,SEKOLAH MENENGAH KEBANGSAAN SERI BERANG,"Refleksologi Kaki, Tangan dan Telinga",MP-080-3:2011,Program Micro Credential,SKM Tahap 3,Aktif,KUALA BERANG HULU TERENGGANU,096816454,TEA5039@moe.edu.my,16786,False,True
TERENGGANU,K05315,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,Perkhidmatan Estetik,MP-060-2:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"LORONG BUDIMAN, 20400 KUALA TERENGGANU, TERENGGANU",09-6221780,tea3085a@yahoo.com.my,1586,False,False
TERENGGANU,K05315,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,Perkhidmatan Terapi Kecantikan,S960-002-2:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"LORONG BUDIMAN, 20400 KUALA TERENGGANU, TERENGGANU",09-6221780,tea3085a@yahoo.com.my,1586,False,False
TERENGGANU,K05563,SEKOLAH MENENGAH KEBANGSAAN SERI BUKIT PUTERI,Operasi Servis Makanan & Minuman,I561-002-2:2018,Program Micro Credential,SKM Tahap 2,Aktif,"SMK SERI BUKIT PUTERI, KG BAHARU, KUALA BESUT",096917600,smksb.ppdbesut@gmail.com,13199,False,False
TERENGGANU,K05515,SEKOLAH MENENGAH KEBANGSAAN SERI RASAU,Juruteknik Tanaman,AF-010-2,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"23300 KETENGAH JAYA, TERENGGANU.",09-8202936,TEA1036@moe.edu.my,9879,False,False
TERENGGANU,K05515,SEKOLAH MENENGAH KEBANGSAAN SERI RASAU,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"23300 KETENGAH JAYA, TERENGGANU.",09-8202936,TEA1036@moe.edu.my,9879,False,False
TERENGGANU,K05515,SEKOLAH MENENGAH KEBANGSAAN SERI RASAU,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"23300 KETENGAH JAYA, TERENGGANU.",09-8202936,TEA1036@moe.edu.my,9879,False,False
TERENGGANU,K05661,SEKOLAH MENENGAH KEBANGSAAN SULTAN AHMAD,Operasi Pembuatan Perabot,RB-050-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"21000 KUALA TERENGGANU, TERENGGANU",09-6222272,TEA3112@moe.edu.my,1190,False,False
TERENGGANU,K05432,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"21070 KUALA TERENGGANU, TERENGGANU",096192723,TEA3118@moe.edu.my,7377,False,False
TERENGGANU,K05432,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR,PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Micro Credential,SKM Tahap 2,Aktif,"21070 KUALA TERENGGANU, TERENGGANU",096192723,TEA3118@moe.edu.my,7377,False,False
TERENGGANU,K05432,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR,Pembuatan Pakaian Wanita,TA-011-1:2012,Program Micro Credential,SKM Tahap 1,Aktif,"21070 KUALA TERENGGANU, TERENGGANU",096192723,TEA3118@moe.edu.my,7377,False,False
TERENGGANU,K05432,SEKOLAH MENENGAH KEBANGSAAN SULTAN MANSOR,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"21070 KUALA TERENGGANU, TERENGGANU",096192723,TEA3118@moe.edu.my,7377,False,False
TERENGGANU,K05489,SEKOLAH MENENGAH KEBANGSAAN SULTAN OMAR,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"23000 DUNGUN,",09-8481831,smksod@gmail.com,8685,False,False
TERENGGANU,K05489,SEKOLAH MENENGAH KEBANGSAAN SULTAN OMAR,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"23000 DUNGUN,",09-8481831,smksod@gmail.com,8685,False,False
TERENGGANU,K05663,SEKOLAH MENENGAH KEBANGSAAN SUNGAI TONG,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"SUNGAI TONG, 21500 SETIU, TERENGGANU",09-6571776,,1192,False,False
TERENGGANU,K05663,SEKOLAH MENENGAH KEBANGSAAN SUNGAI TONG,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"SUNGAI TONG, 21500 SETIU, TERENGGANU",09-6571776,,1192,False,False
TERENGGANU,K05925,SEKOLAH MENENGAH KEBANGSAAN TENGKU AMPUAN INTAN,Pembuatan Pakaian Wanita,TA-011-1:2012,Program Micro Credential,SKM Tahap 1,Aktif,"Jalan Sekayu, Kampung Batu 24, 21700 Kuala Berang, Terengganu",09-6811231,tee5036@moe.edu.my,16783,False,False
TERENGGANU,K05420,SEKOLAH MENENGAH KEBANGSAAN TENGKU BARIAH,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"""JALAN PASIR PANJANG, 21100 KUALA TERENGGANU, TERENGGANU """,096247277,TEB3092@YAHOO.COM,7263,False,False
TERENGGANU,K05420,SEKOLAH MENENGAH KEBANGSAAN TENGKU BARIAH,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"""JALAN PASIR PANJANG, 21100 KUALA TERENGGANU, TERENGGANU """,096247277,TEB3092@YAHOO.COM,7263,False,False
TERENGGANU,K05926,SEKOLAH MENENGAH KEBANGSAAN TENGKU MAHMUD 2,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,Alor Lintang 22200 Besut Terengganu,09-6957158,smktm2.ppdbesut@gmail.com,16781,False,False
TERENGGANU,K05927,SEKOLAH MENENGAH KEBANGSAAN TENGKU MUHAMMAD ISMAIL,Pembuatan Pakaian Wanita,TA-011-1:2012,Program Micro Credential,SKM Tahap 1,Aktif,SEKOLAH MENENGAH KEBANGSAAN TENGKU MUHAMMAD ISMAIL 20400 KUALA TERENGGANU TERENGGANU,096301800,tea3130@moe.edu.my,16782,False,False
TERENGGANU,K05357,SEKOLAH MENENGAH KEBANGSAAN TUN INDERA,Pembuatan Pakaian Wanita,TA-011-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,21700 KUALA BERANG,09-6812236,smktunindera@gmail.com,1748,False,False
TERENGGANU,K05823,SMK AJIL,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,JALAN JERANGAU,09-6861228,tea5036@moe.edu.my,13656,False,False
TERENGGANU,K05791,SMK BUKIT GUNTONG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"SMK BUKIT GUNTONG 21060 KUALA NERUS, TERENGGANU",096625588,tea7003@moe.edu.my,13847,False,False
TERENGGANU,K05832,SMK BUKIT KUANG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"BUKIT KUANG, CHUKAI, KEMANAN",098581782,TEA2039@moe.edu.my,13529,False,False
TERENGGANU,K05833,SMK CENEH BARU,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"BANDAR CENEH BARU, KEMAMAN,",098730223,TEA2021@moe.edu.my,13665,False,False
TERENGGANU,K05711,SMK CHENDERING,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN KUBANG IKAN, 21080 KUALA TERENGGANU, TERENGGANU",013-9174223,tea3117@moe.edu.my,12905,False,False
TERENGGANU,K05768,SMK GELIGA,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"KAMPUNG GELIGA,24000 KEMAMAN",098681440,TEA2028@moe.edu.my,13534,False,False
TERENGGANU,K05496,SMK HAJI ABDUL RAHMAN LIMBONG,Motosikal - Perkhidmatan Pembaikan,G454-001-2:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Aktif,"21200 KUALA TERENGGANU, TERENGGANU",09-6152315,tea3088@moe.edu.my,9985,False,False
TERENGGANU,K05496,SMK HAJI ABDUL RAHMAN LIMBONG,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,"21200 KUALA TERENGGANU, TERENGGANU",09-6152315,tea3088@moe.edu.my,9985,False,False
TERENGGANU,K05496,SMK HAJI ABDUL RAHMAN LIMBONG,Servis & Penyelenggaraan Motosikal,TP-118-2:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 2,Sekat Pengambilan,"21200 KUALA TERENGGANU, TERENGGANU",09-6152315,tea3088@moe.edu.my,9985,False,False
TERENGGANU,K05599,SMK IBRAHIM FIKRI,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,21300 KUALA NERUS TERENGGANU,096624297,tea7001@moe.edu.my,12826,False,False
TERENGGANU,K05829,SMK JABI,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,"PEKAN JABI, JERTEH,",09-69411707,smkjabi.ppdbesut@gmail.com,13521,False,False
TERENGGANU,K05897,SMK KAMPUNG BARU KERTEH,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,CHABANG 24300,09-8260040,TEA2034@moe.edu.my,13663,False,False
TERENGGANU,K05792,SMK KUALA BESUT,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN KUALA BESUT, BESUT,",096919393,smkkb.ppdbesut@gmail.com,13533,False,False
TERENGGANU,K05689,SMK MEGAT PANJI ALAM,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN PANJI ALAM, KAMPUNG NIBUNG, 21100 KUALA TERENGGANU, TERENGGANU",096221877,tea3081@moe.edu.my,12824,False,False
TERENGGANU,K05789,SMK MENERONG,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,KG. MENERONG AJIL,01165753911,TEA5038@moe.edu.my,13523,False,False
TERENGGANU,K05561,SMK PADANG KEMUNTING,Operasi Servis Makanan & Minuman,I561-002-2:2018,Program Micro Credential,SKM Tahap 2,Aktif,"SMK PADANG KEMUNTING, 21020 KUALA NERUS, KUALA TERENGGANU, TERENGGANU",096698212,tea7008@moe.edu.my,12849,False,False
TERENGGANU,K05824,SMK PENAREK,Operasi Servis Makanan & Minuman,I561-002-2:2018,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN PENARIK, KAMPUNG SEKEPING",01165752542,smkp6081@gmail.com,13531,False,False
TERENGGANU,K05562,SMK PERMAISURI NUR ZAHIRAH,Operasi Servis Makanan & Minuman,I561-002-2:2018,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN BUKIT KELUANG, 22200 BESUT",096953262,smkpnz.ppdbesut@gmail.com,12862,False,False
TERENGGANU,K05562,SMK PERMAISURI NUR ZAHIRAH,"Refleksologi Kaki, Tangan dan Telinga",MP-080-3:2011,Program Micro Credential,SKM Tahap 3,Aktif,"JALAN BUKIT KELUANG, 22200 BESUT",096953262,smkpnz.ppdbesut@gmail.com,12862,False,True
TERENGGANU,K05588,SMK PUTRA,Pembuatan Pakaian Wanita,TA-011-1:2012,Program Micro Credential,SKM Tahap 1,Aktif,"KG. DARAU, JERTEH",096973590,smkpt.ppdbesut@gmail.com,12795,False,False
TERENGGANU,K05708,SMK SERI BANDI,OPERASI PENGELUARAN TANAMAN,A016-001-3:2016,Program Micro Credential,SKM Tahap 3,Aktif,"BANDAR SERI BANDI, 24000 KEMAMAN, TERENGGANU",098675131,tea2036seseri@gmail.com,13260,False,False
TERENGGANU,K05694,SMK SERI NERING,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"KAMPUNG PULAU RIMAU, 22000 JERTEH, TERENGGANU",09-6971355,tea0059@moe.edu.my,12848,False,False
TERENGGANU,K05686,SMK SERI NILAM,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN KUBANG TANGGA, 20050 KUALA TERENGGANU, TERENGGANU.",09 6301700,tea3123@moe.edu.my,13195,False,False
TERENGGANU,K05749,SMK SERI PAKA,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"23100 PAKA, TERENGGANU",098274978,TEA1040@gmail.edu.my,12859,False,False
TERENGGANU,K05560,SMK SERI PAYONG,PEMBUATAN PASTRI,HT-014-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"KAMPUNG BUKIT PAYONG 21400 MARANG, TERENGGANU",096191236,TEA40202@moe.edu.my,12785,False,False
TERENGGANU,K05751,SMK SULTAN ISMAIL,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,JALAN KMN - K. TRG,098591955,TEB2025@emoe.edu.my,12865,False,False
TERENGGANU,K05707,SMK SURA,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN PANTAI SURA, KG. SURA TENGAH, DUNGUN",098484798,tea1034@moe.edu.my,12767,False,False
TERENGGANU,K05766,SMK TEMBILA,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN PENGKALAN KUBOR, 22200 BESUT, TERENGGANU",09-6955324,smktba.ppdbesut@gmail.com,13535,False,False
TERENGGANU,K05691,SMK TENGKU IBRAHIM,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,"BANDAR PERMAISURI, SETIU",096092323,tea6057@moe.edu.my,12779,False,False
TERENGGANU,K05787,SMK TOK DOR,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"KG TOK DOR, 22020 JERTEH",096945011,smktd.ppdbesut@gmail.com,13520,False,False
TERENGGANU,K05564,SMK TUN TELANAI,Operasi Pembuatan Perabot,RB-050-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,KAMPUNG PADANG TANJUNG 21400 MARANG TERENGGANU,096191375,tea4012@moe.gov.my,13244,False,False
TERENGGANU,K05564,SMK TUN TELANAI,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,KAMPUNG PADANG TANJUNG 21400 MARANG TERENGGANU,096191375,tea4012@moe.gov.my,13244,False,False
TERENGGANU,K05873,SMK WAKAF TAPAI,Pembuatan Roti,HT-013-2:2011,Program Micro Credential,SKM Tahap 2,Aktif,21040 MARANG TERENGGANU,09-6804120,TEA4018@moe.edu.my,13657,False,False
TERENGGANU,K05688,SMK. BUKIT BESAR,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Micro Credential,SKM Tahap 2,Aktif,"JALAN SULTAN MOHAMAD, 20050 KUALA TERENGGANU, TERENGGANU",096236594,tea3119@moe.edu.my,12874,False,False
TERENGGANU,K05688,SMK. BUKIT BESAR,"Refleksologi Kaki, Tangan dan Telinga",MP-080-3:2011,Program Micro Credential,SKM Tahap 3,Aktif,"JALAN SULTAN MOHAMAD, 20050 KUALA TERENGGANU, TERENGGANU",096236594,tea3119@moe.edu.my,12874,False,True
TERENGGANU,K14045,TATI Applied Technology Institute,OPERASI PEMESINAN,C259-006-2:2020,Program Micro Credential - Tauliah Sedia Ada,SKM Tahap 2,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,OPERASI PEMESINAN CNC,C259-006-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,OPERASI PEMESINAN CNC,C259-006-3:2020,Program Micro Credential - Tauliah Sedia Ada,SKM Tahap 3,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,PENGURUSAN TEKNOLOGI KIMPALAN,MC-024-4:2012,Program Micro Credential,Diploma Kemahiran Malaysia,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,PROSES KIMPALAN ARKA LOGAM BERPERISAI,C259-008-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,PROSES KIMPALAN ARKA LOGAM BERPERISAI,C259-008-3:2022,Program Micro Credential - Tauliah Sedia Ada,SKM Tahap 3,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,Perkhidmatan Kejuruteraan Automasi Industri,MC-091-2:2016,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K14045,TATI Applied Technology Institute,Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"KAMPUS TATIUC, JALAN PANCHOR, TELUK KALONG",09-863 1543,tatiskills.adm@gmail.com,1199,False,False
TERENGGANU,K12005,TVETMARA BESUT,Ahli Teknologi Elektrik Automotif,TP-310-5,Program Penuh - Persijilan Tahap Tunggal,Diploma LanjutanKemahiran Malaysia,Aktif,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
TERENGGANU,K12005,TVETMARA BESUT,PENGURUSAN TEKNOLOGI KIMPALAN,MC-024-4:2012,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Aktif,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
TERENGGANU,K12005,TVETMARA BESUT,Pelukisan Pelan Mekanikal,MC-080-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
TERENGGANU,K12005,TVETMARA BESUT,Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
TERENGGANU,K12005,TVETMARA BESUT,Pemasangan dan Penyelenggaraan Elektrik Voltan Rendah,F432-005-4:2019,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Sekat Pengambilan,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
TERENGGANU,K12005,TVETMARA BESUT,"Pengurusan Rekabentuk, Pemasangan & Penyelenggaraan HVAC",ME-020-4:2012,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Sekat Pengambilan,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
TERENGGANU,K12005,TVETMARA BESUT,Penyeliaan Pemasangan & Penyelenggaraan HVAC,ME-020-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,JALAN BATU TUMBUH ALUR LINTANG TERENGGANU,09-6957244,azmi.ismail@mara.gov.my,1196,False,False
KELANTAN,L02878,AKADEMI EMAS MALAYSIA (AKEMA),SENI DAN KRAF BARANG KEMAS KONTEMPORARI,C321-001-3:2023,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"LOT 962, SEKSYEN 11, TAMAN EMAS MALAYSIA, TINGKAT 1, BAZAR TUAN PADANG, JALAN DATO' PATI, 15000 KOTA BHARU, KELANTAN",097418858,akademiemasmalaysia.akema@gmail.com,17852,False,False
